bank,date,message,shares,pos_reaction,neg_reaction
HSBC,2022-04-22,"【滙豐白金Visa卡 x MoneyBack「易賞錢」App綁卡禮遇，升級獎賞送上門！】  何啟華 DeeGor Ho 同 梁業-肥仔 落街跳舞跳到攰，回程仲邊有力氣掃貨返屋企...好彩有滙豐白金Visa卡夥拍「易賞錢」App嘅綁卡升級送貨禮遇，沖完個靚涼就可以歎住shopping！只要用銀灰色，卡面右下方註有「Visa Platinum」字樣嘅「滙豐白金Visa卡」嚟綁定「易賞錢」App，無論去百佳、屈臣氏定豐澤網店購物，每家商戶都有一年多達4次嘅免費送貨服務。而且不設最低消費要求，無論想買薯片、面膜定係電飯煲，一樣送到府上！同時仲可以賺埋高達6倍「易賞錢」積分，同高達92折嘅易賞錢會員折扣日添～快啲綁卡上網購物，咁多升級優惠，阿Dee同肥仔仲唔開心到跳舞！  即刻綁卡：https://grp.hsbc/6188K7kte  未有滙豐白金Visa卡？現成功申請更可享高達$1,000「獎賞錢」（相等於50,000「易賞錢」積分）：  https://grp.hsbc/6189K7kt5 ============================== 你都想升級新活，家添驚喜？只要綁定滙豐白金Visa卡到「易賞錢」App即可獲以上升級獎賞，兼享生日獎賞等禮遇！即睇詳情：https://grp.hsbc/6184K7ktw  優惠須受條款及細則約束。借定唔借？還得到先好借！  此優惠適用於身處香港的滙豐信用卡持有人。   #滙豐白金Visa卡 #易賞錢 #綁卡賺升級獎賞 #升級新活家添驚喜 MoneyBack 易賞錢 香港百佳超級市場 PARKnSHOP Supermarket HK  Watsons Fortress 豐澤   【HSBC Visa Platinum Card x MoneyBack App: Enjoy delivery reward】  After an intense dancing session, Dee and Fatboy have run out of energy to do another round of grocery shopping. But then they found that HSBC Visa Platinum Card and MoneyBack App have worked together to launch a free delivery reward for up to 4 times per year when shopping at the online stores of PARKnSHOP, Watsons and FORTRESS. The silvery grey credit card is eligible as long as there’s a Visa Platinum mark at the bottom-right corner. There’s no minimum spending threshold, so whether they are buying crisps, face masks, or rice cookers, they can get them delivered right to their doorstep upon linking the card with the MoneyBack App. Together with the daily offer of up to 6X MoneyBack Points, and up to 8% off on MoneyBack Member Day, Dee and Fatboy can keep on dancing!  Click here to link them up now: https://grp.hsbc/6188K7kte  Don't have the HSBC Visa Platinum Card yet? Apply now to enjoy fabulous welcome offer of up to $1,000 RewardCash (equivalent to 50,000 MoneyBack Points):  https://grp.hsbc/6180K7ktg ============================== Elevate your quality of life today. Link your HSBC Visa Platinum Card to the MoneyBack App to enjoy the above upgraded offers plus birthday offers, and more. Explore offer details:  https://grp.hsbc/6181K7kt9  Terms & Conditions apply. To borrow or not to borrow? Borrow only if you can repay! The promotion is intended for HSBC credit card holders in Hong Kong.  #HSBCVisaPlatinumCard #MoneyBack #LinkCardForUpgradedRewards #ElevatingYourQualityOfLife",8,298,30
HSBC,2022-04-19,"【管理強積金？一個app就做到❗️】 講起MPF，你又記唔記得自己買咗咩成分基金？強積金係你退休儲備嘅重要一環，梗係要主動花多啲時間去管理你嘅強積金投資組合🧐   滙豐強積金除咗提供唔同風險、資產類別同地區嘅成分基金畀你選擇之外，仲有一個可以畀你睇晒銀行同強積金戶口嘅app💡   HSBC HK App 畀你隨時隨地輕鬆查閱強積金賬戶及調整投資分布💰；入面仲可以一眼睇晒各項成分基金嘅過往表現同風險評級，助你隨時隨地就市況及個人需要對強積金組合作出相對調整💪🏼   及早為人生下一階段做好準備，自然可以做到退而不「憂」，早日達成理想退休目標。   即刻click入👉  https://grp.hsbc/6180K2PjM 體驗滙豐強積金啦🌟   投資涉及風險。   #滙豐 #滙豐強積金 #強積金管理 #掌握理想退休人生  【Manage MPF Through One Single App❗️】 When it comes to your MPF portfolio, do you know your constituent funds well? With MPF being a vital part of your retirement, it’s essential to take the initiative to manage your MPF investment portfolio 🧐.   HSBC MPF offers constituent funds of different risk ratings, asset classes and regions. There is also an app that enables you to manage both your banking and MPF accounts conveniently. 💡   With HSBC HK App, you can easily check your MPF accounts and adjust your investment allocation anytime, anywhere💰. What’s more, you can access an overview of the past performance and risk rating of each constituent fund, and make timely adjustments to your MPF portfolio based on market conditions and your personal needs with one app 💪.   Plan ahead now for your next stage in life, so you can enjoy a worry-free retirement and achieve your ideal retirement in the future.   Click here 👉  https://grp.hsbc/6180K2PjM to explore HSBC MPF! 🌟   Investment involves risk.   #HSBC #HSBCMPF #MPFManagement #ManageYourFutureAtEase",2,75,2
HSBC,2022-04-18,"【家居保障更全面！投保可享額外「清潔及消毒服務保障」】 一個唔小心中咗新冠病毒，康復後仲要為屋企消毒而煩惱🤯？唔使擔心，宜家我哋將為滙豐家居超卓萬全保嘅客戶提供額外「清潔及消毒服務保障」。 一旦你或家人於指定保障期內不幸確診新型冠狀病毒，可獲賠償高達港幣800元家居清潔及消毒費用*💰  除左家居衛生要做足，你嘅居所同財物當然都要及早保障！滙豐家居超卓萬全保提供高達港幣200萬嘅家居財物保障；更特設24小時支援服務熱線，提供高達港幣2,000嘅緊急檢查服務保障，幫你搵水喉匠、電工、鎖匠一樣無問題💞  於優惠期間成功投保，可額外獲取Neoflam FIKA系列24cm鑄造不沾雙耳湯鍋連玻璃蓋一個**！ 網上投保，首年保費更可享8折優惠^！即刻click入👉🏼：http://grp.hsbc/2022GIHOMETC 了解更多計劃詳情✨  *本保障由安盛保險有限公司(「AXA安盛」)提供。指定保障期為2022年3月28日至2022年4月30日(包括首尾兩天)，只適用於您或與您同住於受保地址內的人士，於保障期內對新型冠狀病毒檢測呈陽性的個案。如新型冠狀病毒確診日期於保障期以外，將不獲賠償。清潔及消毒服務須由專業的清潔公司於合資格保單上所述的受保地址進行。  **此優惠適用於2022年4月1日至2022年5月31日期間(包括首尾兩天) 完成「家居超卓萬全保」提供予業主(非出租)、佔用人或租客之計劃 3 或計劃 4之申請並選擇以年繳方法付款。 ^首年保費優惠至2022年12月31日。   由香港上海滙豐銀行有限公司及安盛保險有限公司聯合刊發。   #滙豐 #AXA #家居保險 #滙豐家居超卓萬全保 #清潔及消毒服務保障 #貼心為你 #租客業主都要買 #全面家居保障 #NeoflamFIKA  【Apply Now To Enjoy Additional “Cleaning and Sanitising Benefit” And More Protection】 Tested positive and in dire need of disinfecting your house after your recovery 🤯? Don’t worry. We’re now offering you an extra “Cleaning and Sanitising Benefit” under HSBC ResidenceSurance. In case anyone from your household has contracted COVID-19 during the insured period, you will be reimbursed a cleaning and sanitizing expense of up to HKD800*💰.   Protect your house against germs and household contents —the earlier the better! With a home contents coverage worth up to HKD 2 million; it also includes a 24-Hour home assistance service hotline for cashless emergency inspection service worth up to HKD2000, so you can reach out to plumbers, electricians and locksmiths at ease💞.  Successful application will receive a Neoflam FIKA Cast Aluminum Casserole 24cm with Glass Lid during promotion period**! Apply online to also enjoy 20% off your first year premium^! Click here 👉🏼: http://grp.hsbc/2022GIHOMEEN to learn more✨.  *The Benefit is provided by AXA General Insurance Hong Kong Limited (‘AXA’). Coverage period from 28 March 2022 to 30 April 2022 (both dates inclusive). The Benefit is only payable if you or anyone living with you at the insured address is tested positive for COVID-19 during the Coverage Period. No Benefit will be payable if the COVID-19 case is diagnosed before and/or after the Coverage Period. The cleaning and sanitising service must be carried out by a professional cleaning company at the insured address as stated in the Eligible Policy.  **The Offer applies to a completed application for ResidenceSurance choosing Plan 3 or Plan 4 for Owner (non-renting out), Occupier or Tenant, with annual payment mode between 1 April 2022 and 31 May 2022 (both days inclusive). ^First year premium discount is valid until 31 Dec 2022.  Issued by HSBC Limited and AXA General Insurance Hong Kong Limited.  #HSBC #AXA #HomeInsurance #ResidenceSurance #CleaningandSanitisingBenefit #MadeForYou #ForBothTenantsAndLandlords #HomeProtection #NeoflamFIKA",4,97,3
HSBC,2022-04-17,"【靈活分散投資，資金增長穩建而行！】  一個多元化嘅投資組合可以減低市場波動對你資金嘅影響，並尋求增值機遇。我們精選嘅各種單位信託基金，讓你可以投資於不同國家及行業，藉此分散風險。  由即日起至2022年5月31日，點擊以下鏈接登入商務「網上理財」，然後點按「單位信託基金」，並成功進行首宗單位信託基金交易，就可以尊享高達港幣10,000元基金交易認購費優惠*，輕鬆籌劃最全面嘅投資大計！  了解詳情：https://grp.hsbc/6187K2Pw3   *須受條款及細則約束  #滙豐 #滙豐工商金融 #單位信託基金 #分散投資  【Grow your capital with a diversified investment portfolio!】  A well-diversified investment portfolio can protect your capital better against market volatility and seek for growth opportunities. With our great range of Unit Trusts, you can spread your risk by diversifying your investments across many sectors and countries.   From now until 31 May 2022, make your first Unit Trusts order via Business Internet Banking to enjoy a one-off waiver on subscription charge of up to HKD10,000*.   Simply click the link below to log on to Business Internet Banking and then click ’Unit Trust’ to start capturing more opportunities with diversification.   Learn more:  https://grp.hsbc/6188K2PwO  *Terms and Conditions Apply.   #HSBC #HSBCCommercialBanking #UnitTrusts #Diversification",0,22,1
HSBC,2022-04-16,"【開啟二叔潛力，令未來更大發揮！】 二叔嘅潛力，爸爸自細見到！仲成為最強後盾，幫二叔發揮最大成就！👉即刻睇片，認識埋「滙溢保險計劃II」，給予人壽保障嘅同時累積財富潛力，預計現金價值高達總保費400%*，支持你不斷實踐對屋企人嘅承諾！  ✨成功投保，仲可享首年保費折扣高達8折^！了解更多：http://grp.hsbc/2022WGIPTCVideo  ✨想投保又唔想出街？透過視像會議投保更有額外折扣2%^，即刻click入嚟預約啦： http://grp.hsbc/2022WGIPTCVideoVEM   #滙豐保險 #二叔 #姜濤 #滙溢保險計劃II #讓未來更大發揮 姜濤   *「預計現金價值」並非保證，實際回報率可較高或低。400%回報是假設受保人為35歲男性，每年4萬美元保費、供款期3年及30年後的回報，此回報率並非保證，實際回報率視乎市場情況為準。 ^優惠期至2022年6月30日，受條款及細則約束。  「滙溢保險計劃 II」是終身人壽保險計劃，並非等同或類似任何類型的存款。該計劃由HSBC Life (International) Limited滙豐人壽保險（國際）有限公司（註冊成立於百慕達之有限公司）（「滙豐保險」）承保，並受其信貸風險影響。早期退保或會招致損失。有關產品條款及細則請參閱產品冊子。  香港上海滙豐銀行有限公司（「滙豐」）為滙豐保險之保險代理商。此計劃只擬在香港特別行政區透過滙豐銷售。  【Unleash Uncle’s full potential for a brighter future!】 Daddy knew Uncle was destined to achieve something great! He gave Uncle his full support and helped him realise his full potential! 👉Watch the video now to see how you can enjoy life protection and potential wealth accumulation of a projected cash value up to 400%* of your total premium payment. With HSBC Wealth Goal Insurance Plan II, you can uphold your promises to your loved ones, giving you a peace of mind!   ✨ Enjoy up to 20% off your first-year premium^ upon successful application now! For more details: http://grp.hsbc/2022WGIPENVideo ✨ Apply via a video-enabled meeting from the comfort of your home to enjoy an extra 2% off^ now: http://grp.hsbc/2022WGIPENVideoVEM   #HSBCLife #Uncle #KeungTo #WGIPII #AchieveMoreIntheFuture  *“Projected cash value” is non-guaranteed. The actual return may be higher or lower than the amount quoted. 400% is a projected return after 30 years based on the assumption that the life insured is a 35 year-old male paying an annual premium of USD40,000 for 3 years. The actual cash value under the policy at a future point in time may be higher or lower than the amount quoted in this example. ^This offer is valid until 30 June 2022. Terms and conditions apply.  HSBC Wealth Goal Insurance Plan II is a long-term participating life insurance plan. It is not equivalent to or similar to any kind of bank deposit. This plan is underwritten by HSBC Life (International) Limited (Incorporated in Bermuda with limited liability) (""HSBC Life”) subject to the credit risk of the issuer and early surrender loss. Please refer to the respective Product Brochure for detailed terms and conditions.  The Hongkong and Shanghai Banking Corporation Limited (referred to as ""HSBC"") is an insurance agency of HSBC Life. This product is intended only for sale through HSBC in the Hong Kong SAR.",168,3939,28
HSBC,2022-04-14,"【理財顧問喺左近 EP6 - 生活質素篇 】  理財顧問喺左近，有品味嘅生活都可以好近😎！以為理財淨係一字咁「錢」，邊個話你知咁簡單㗎🧐？  其實每個人都要及早睇清理財需要，以便妥善規劃儲蓄同決定投資方向✨。而你只要透過HSBC HK App及滙豐網上理財，就可以即刻令屋企變分行。7x24全天候有RM幫你訂立短、中、長期嘅目標，令生活上不同方面都可以得到保障👍！  3大理財重點你要知👇： 1️⃣儲蓄計劃：提高儲備令選擇更多，子女升學再無障礙！ 2️⃣保險方案：為未來做好準備，退休目標及早達陣！ 3️⃣財富遠見：作出明智抉擇，改善家庭生活質素！  索取個人專屬理財建議，預先為未來做好打算✅～立即預約Zoom視像會議，理財顧問喺左近💁‍♀️！  限時一對一 Zoom 視像會議推廣禮遇 🎁 👉與滙豐尚玉客戶總監、滙豐卓越理財客戶經理進行 Zoom 會面，並完成財務狀況檢查/滙財智富服務可享港幣100元HKTV Mall電子優惠券！  #滙豐 #線上對話 #滙豐卓越理財 #滙豐尚玉 #財富策劃 #Zoom視像會議 #隨時進行預約 #屋企變分行  【HSBC Bank From Home: Wealth Expert By Your Side EP6 - Quality Life】  A quality life is just a few clicks away when you have a wealth expert right beside you😎! But if you think wealth management is nothing more than just money, think again🧐.  We should all understand our financial needs before creating a budget plan and making investment choices✨. With the HSBC HK App and Personal Internet Banking, you can always turn your place into your own HSBC branch. Our RMs will be at your service 24/7 and safeguard you on various levels with short, medium and long-term goals👍!  3 key elements for wealth management👇: 1️⃣ Savings: give your loved ones more flexible options with a strong budget plan! 2️⃣ Insurance: plan ahead for your future and accomplish your retirement goals earlier! 3️⃣ Wealth: improve your family’s living standard with wise decisions!  Seek personalized advice on wealth management and lay the groundwork for a more prosperous future✅~Schedule a zoom meeting now and your wealth expert will be right by your side💁‍♀️!  Limited-time offer for one-on-one Zoom Meetings🎁 👉Receive HKD 100 HKTV Mall digital voucher after completing Financial Health Check/ enjoying Wealth Portfolio Intelligence Service via Zoom meeting with your HSBC Jade Director or HSBC Premier Relationship Manager.  #HSBC #LiveChat #HSBCPremier #HSBCJade #WealthManagement #ZoomMeetings #BookWheneverYouWant #BankFromHome",0,96,2
HSBC,2022-04-13,"【屋企變分行：理財顧問喺左近 EP5 - 輕鬆上手篇】  返工要不斷應付腦細，放工又要靠自己龜速刨熟股票行情😴……第一桶金嘅目標唔通真係遙不可及😕？  而家有我哋專業嘅RM化身投資左右手，短短一個Zoom call 就可以幫你極速做好基本面分析，立即釐定投資計劃📈！只要郁一郁隻手指撳入HSBC HK App，就可以即時透過「與客戶經理及團隊對話」聯絡RM，屋企變分行話都冇咁易😎～  與滙豐尚玉客戶總監、滙豐卓越理財客戶經理進行Zoom會面，並完成財務狀況檢查/滙財智富服務可享以下服務及港幣100元HKTV Mall電子優惠券🎁： ✔️ 醒你專業理財意見 ✔️ Mon實入市時機 ✔️ 做你私人計數機，計算資產總值  仲可以透過App完成你嘅風險取向問卷，一站式設立投資目標～立即預約Zoom視像會議，理財顧問喺左近💁‍♀️！  成功晉身滙豐卓越理財，尊享價值高達港幣43,600元開戶獎賞！快啲click入嚟了解更多：https://grp.hsbc/6186K2PVg  投資涉及風險，受條款及細則約束 。  #滙豐 #線上對話 #滙豐卓越理財 #滙豐尚玉 #財富策劃 #Zoom視像會議 #隨時進行預約 #屋企變分行  【HSBC Bank From Home: Wealth Expert By Your Side EP5 - Seamless Experience】  Spending hours on studying the market trends after work is truly exhausting😴…Is there a more time-effective way to earn our first pot of gold😕?  Let our professional RMs be your handy assistant and get your portfolio analysis plus investment plan done in a short Zoom meeting📈! With a click on the in-app “Chat with Relationship Manager and team” button, you can reach our RMs anytime and turn your home into your personal HSBC branch😎~  Meet your HSBC Jade Director or HSBC Premier Relationship Manager through Zoom and go through a Financial Health Check/ Wealth Portfolio Intelligence Service to gain access to the following as well as a HKD 100 HKTV Mall digital voucher🎁: ✔️ Professional wealth management tips ✔️ Timely market opportunities  ✔️ Personalized net worth calculator  Don’t forget to also complete the Risk Profiling Questionnaire via the app to set up investment goals~ Schedule a zoom meeting now and your wealth expert will be right by your side💁‍♀️!  Join HSBC Premier successfully and enjoy up to HKD43,600 welcome rewards! Learn more at https://grp.hsbc/6187K2PV9  Investment involves risk. Terms and conditions apply.  #HSBC #LiveChat #HSBCPremier #HSBCJade #WealthManagement #ZoomMeetings #BookWheneverYouWant #BankFromHome",3,143,3
HSBC,2022-04-12,"【開立新資金定期存款 致力實踐綠色未來🌲】   碳排放量大幅反彈📈，導致有「地球之肺」之稱嘅亞馬遜熱帶雨林都就嚟撐唔住啦！情況咁嚴峻，作為地球公民可以點樣出分力呢🤔？想為生態環境挺身而出? 靠定期存款都一樣得👍～   今年滙豐聯同環保慈善機構One Tree Planted一齊出力改善氣候現況。即日起至2022年6月30日期間，只要透過滙豐流動或網上理財，開立3個月新資金定期存款，我哋就會透過植樹造林計劃*為您喺印尼種一棵樹，一齊綠化地球！同時，您亦可尊享網上優惠年利率高達2.0%。想了解更多活動詳情，就即刻click入嚟睇睇啦👉：https://grp.hsbc/6185KFiGD   受條款及細則約束 以上新資金定期存款 – 網上優惠年利率以2022年4月1日為例，只供參考而非保證。適用貨幣及年利率或會因應當時市場情況而有所更改。 *One Tree Planted 環保組織於印尼的氣候智能型農林業計劃   #滙豐 #OneTreePlanted #ESG #親手策劃 #綠色未來 #可持續理財 #定期存款   【Place a Time Deposit to Foster a Green Future🌲】   The role of the Amazon rainforest as the “lungs of our planet” has been declining, as carbon dioxide emissions have rebounded strongly📈. As a global citizen, have you ever thought of making an impact to our ecological environment by placing a time deposit with HSBC? The choices you make can create an impact and every little bit matters.    This year, HSBC has partnered with One Tree Planted, an environmental organisation, to fight climate change through a tree-planting program*. From now till 30 June 2022, whenever you place a 3-month new fund time deposit via HSBC Mobile or Online Banking, we will plant a tree on your behalf in Indonesia to finance a greener future! On top of that,  you can also enjoy online preferential interest rates of up to 2.0% p.a.! Click here to learn more👉:  https://grp.hsbc/6186KFiGE   Terms and conditions apply The above interest rates for the new fund time deposit – online offer are indicative as of 1 April 2022, for reference only and are not guaranteed and maybe subject to revision, as per prevailing market conditions. *Indonesia 2022 - Climate-Smart Agroforestry project by One Tree Planted   #HSBC #OneTreePlanted #ESG #GreenFuture #SustainableBanking #TimeDeposit",4,25,2
HSBC,2022-04-07,"【屋企變分行：理財顧問喺左近 EP4 - 多元服務篇】  疫情下生活出現諸多不便，出街又麻煩😪⋯⋯但有咗HSBC HK App及滙豐網上理財，彈指之間就可以令屋企變分行，仲可以隨時隨地聯絡RM助你一臂之力😎～另外全新「手機入票服務」📲，可以透過App存入由滙豐或恒生銀行簽發嘅港幣支票，輕鬆在家處理財務！  圖中已經有我哋專業又All in one嘅RM準備好✨！不妨左右移動張圖，睇下佢擁有邊啲專長及技能啦～除此以外，只要成為滙豐卓越理財及滙豐尚玉客戶，更可喺App體驗多重功能，喺理財路上傍實你👇：  1️⃣建立理想投資組合，所有資產一目了然 2️⃣全面管理投資風險，洞悉環球先機 3️⃣輕鬆執行各類交易，迅速執行交易指令 4️⃣環球模擬市場分析，了解經濟發展趨勢 5️⃣物色具潛力債券，開拓投資機遇 6️⃣海外戶口及環球轉賬服務，迅速處理環球理財及海外轉賬 7️⃣海外升學及按揭轉介支援 ，部署子女升學之路  成功晉身滙豐卓越理財，尊享價值高達港幣43,600元開戶獎賞！快啲click入嚟了解更多：https://grp.hsbc/6007KIISV  限時一對一 Zoom 視像會議推廣禮遇 🎁 👉與滙豐尚玉客戶總監、滙豐卓越理財客戶經理進行 Zoom 會面，並完成財務狀況檢查/滙財智富服務可享港幣100元HKTV Mall電子優惠券！  立即預約Zoom視像會議，理財顧問喺左近💁‍♀️！  *受條款及細則約束。投資涉及風險。  #滙豐 #線上對話 #滙豐卓越理財 #滙豐尚玉 #財富策劃 #Zoom視像會議 #隨時進行預約 #屋企變分行  【HSBC Bank From Home: Wealth Expert By Your Side EP 4 - Diverse Services】  Life can be frustrating during the pandemic, especially going out for daily business😪…But with the HSBC HK App and Online Banking, you can always turn your home into your own HSBC branch within a few clicks and contact your RM anytime, anywhere😎~ What’s more, the “Mobile cheque deposit” function📲 allows you to deposit your HKD cheques from HSBC or Hang Seng Bank via App!  Are you ready to find our professional and multifunctional RM in the picture✨? Swipe left or right to see how specialized and talented he is~ Don’t forget to also join as an HSBC Premier or HSBC Jade customer to enjoy the all-in-one Wealth Portfolio Intelligence Service via App and gain access to the following👇:  1️⃣An ideal investment portfolio showing all your assets in one glance 2️⃣Comprehensive investment risk management and global opportunities 3️⃣Easy and quick transactions 4️⃣Simulation scenario analyses on the market and future economic trends 5️⃣A variety of bonds with potential growth 6️⃣Overseas account & global transfer services 7️⃣Overseas study & mortgage referral support  Join HSBC Premier successfully and enjoy up to HKD43,600 welcome rewards! Learn more at https://grp.hsbc/6001KIIsX  Limited-time offer for one-on-one Zoom Meetings🎁 👉Receive HKD 100 HKTV Mall digital voucher after completing Financial Health Check/ enjoying Wealth Portfolio Intelligence Service via Zoom meeting with your HSBC Jade Director or HSBC Premier Relationship Manager.  Book a zoom meeting now and your wealth expert will be right by your side💁‍♀️!  *Terms and conditions apply. Investment involves risk.   #HSBC #LiveChat #HSBCPremier #HSBCJade #WealthManagement #ZoomMeetings #BookWheneverYouWant #BankFromHome",6,151,17
HSBC,2022-04-05,"【屋企變分行：理財顧問喺左近 EP3 - 節省時間篇】 上網左查右查，問晒親戚朋友加網友，再比較N份保單📝……想買份保險啫，要用嘅時間竟然多到好似打緊幾份工咁👔？  不如等我哋嘅RM幫你一馬，瞬間將屋企變分行！只要成為滙豐卓越理財或滙豐尚玉客戶，郁一郁隻手指開個HSBC HK APP，用電話就可以即時透過「與客戶經理及團隊對話」聯絡RM📱隨時隨地獲得專家指導及支援👍！不但可了解啱你嘅保險產品，仲即享獨家禮遇添👍！  限時額外2%首年保費折扣優惠* 即日起至6月30號，透過視像會議購買保險，可享額外2%首年保費折扣優惠  限時一對一 Zoom 視像會議推廣禮遇 🎁 👉與滙豐尚玉客戶總監、滙豐卓越理財客戶經理進行 Zoom 會面，並完成財務狀況檢查/滙財智富服務後，可享港幣100元HKTV Mall電子優惠券  立即預約Zoom視像會議，理財顧問喺左近！  *受條款及細則約束。投資涉及風險。指定人壽保險計劃由滙豐人壽保險（國際）有限公司（於百慕達註冊成立之有限公司）承保並受其信貸風險影響。早期退保或會招致損失。有關產品條款及細則請參閱產品冊子。保險計劃並非等同於或類似任何類型的存款。  #滙豐 #線上對話 #滙豐卓越理財 #滙豐尚玉 #財富策劃 #Zoom視像會議 #隨時進行預約 #屋企變分行   【HSBC Bank From Home: Wealth Expert By Your Side EP 3 - Time Saver】 Extensive online research, constantly asking around for details, comparing various policies📝…Why is insurance application more time-consuming than working multiple jobs👔?  Let‘s turn your home into your own HSBC branch and have our RMs do the job for you⏲️! Join HSBC Premier or HSBC Jade customer now and open the HSBC HK App on your phone to reach our RMs via “Chat with Relationship Manager and team”📱 for expert guidance and support anytime, anywhere 👍! Not only can you learn about insurance plans tailored for you, but also enjoy an exclusive offer👍!  Extra 2% off your first-year premium* From now until 30 June, get an extra 2% off your first-year premium when you apply an insurance plan through video-enabled meetings.  Limited-time offer for one-on-one Zoom Meetings🎁 👉Receive HKD100 HKTV Mall digital voucher after completing Financial Health Check/ using Wealth Portfolio Intelligence Service via Zoom meeting with your HSBC Jade Director or HSBC Premier Relationship Manager.  Schedule a zoom meeting now and your wealth expert will be right by your side!  *Terms and conditions apply. Investment involves risk. Selected life insurance plans are underwritten by HSBC Life (International) Limited (Incorporated in Bermuda with limited liability) (""HSBC Life” ). Subject to credit risk of the issuer HSBC Life (International) Limited and early surrender loss. Please refer to the respective Product Brochure for detailed terms and conditions. The insurance plan is not equivalent or similar to any kind of bank deposit.  #HSBC #LiveChat #HSBCPremier #HSBCJade #WealthManagement #ZoomMeetings #BookWheneverYouWant",5,141,2
HSBC,2022-04-05,"【了解你嘅投資需要及風險取向，投資更精準！】 清楚了解自己嘅投資需要及風險取向，係計劃投資嘅重要第一步！選擇合適既投資產品，能夠助你更易把握業務擴展機遇！  由即日起至2022年4月30日，首次成功完成風險取向問卷嘅客戶，可尊享港幣150元 foodpanda 電子現金券* 。  立即點擊以下鏈接登入商務「網上理財」，並揀選「前往風險取向問卷」完成問卷！  了解詳情：https://grp.hsbc/6186Kvn4p  *須受條款及細則約束  #滙豐 #滙豐工商金融 #風險取向   【Get to know your investment needs and risk appetite to make smarter investment decisions! 】 Understanding your investment needs and risk appetite is an important first step in deciding how and where to invest your money. The more suitable product you have invested, the more chances to grow your business!  From now until 30 April 2022, successfully complete the Risk Profiling Questionnaire for the first time to enjoy a HKD150 foodpanda e-coupon*.   Simply click the link below to log on to Business Internet Banking, then click ‘Access Risk Profile Questionnaire’ to complete it now!  Learn more: https://grp.hsbc/6187Kvn4V  *Terms and Conditions Apply.   #HSBC #HSBCCommercialBanking #RiskTolerance",0,19,1
HSBC,2022-04-03,"【滙豐白金Visa卡 x MoneyBack「易賞錢」App：升級新活劇場番外篇！豐澤女神記】  何啟華 DeeGor Ho 竟然咁大頭蝦，見到女神都唔記得攞電話！難道佢同幸福咁就錯過咗......好彩佢仲記得1、5、8、12月嘅10號係豐澤嘅「易賞錢」會員折扣日要為女神當值，隨時用滙豐白金Visa卡 x「易賞錢」App嘅95折綁卡優惠買電器獻殷勤嘅。優惠點止咁簡單？同時仲賺埋日日都有嘅高達6倍「易賞錢」積分，4月30號或之前喺實體店或網店買滿指定金額仲可以賺高達額外$400「獎賞錢」，仲有指定貨品低至5折嘅期間限定優惠！日日都有獎賞，阿Dee咪要當值every day？   即刻綁卡：https://grp.hsbc/6184KvnYy  未有滙豐白金Visa卡？現成功申請更可享高達$1,000「獎賞錢」（相等於50,000「易賞錢」積分）： https://grp.hsbc/6185KvnYJ ============================== 你都想升級新活，家添驚喜？只要綁定滙豐白金Visa卡到「易賞錢」App即可獲以上升級獎賞，兼享網店免費送貨、生日獎賞等禮遇！即睇詳情：https://grp.hsbc/6186KvnYK  高達額外$400「獎賞錢」及指定貨品低至5折期間限定優惠亦適用於其他合資格之滙豐信用卡。優惠須受條款及細則約束。借定唔借？還得到先好借！  此優惠適用於身處香港的滙豐信用卡持有人。   #滙豐白金Visa卡 #易賞錢 #綁卡賺升級獎賞 #升級新活家添驚喜 MoneyBack 易賞錢 Fortress 豐澤   【HSBC Visa Platinum Card x MoneyBack App Sitcom spin-off series: My goddess at Fortress】  Wait what, did Dee forget to ask that girl for her number? But at least he didn’t forget about MoneyBack Member Day on the 10th of January, May, August, and December at Fortress. Simply by linking his HSBC Visa Platinum Card to the MoneyBack App, he can enjoy 5% off on purchases, and earn daily reward of up to 6X MoneyBack points. Shop at physical stores or eShop on or before 30 April and he can earn up to a $400 RewardCash. What’s more, selected items are up to 50% off! Let’s keep our finger crossed that Dee can remember them all.  Click here to link them up now: https://grp.hsbc/6184KvnYy  Don't have the HSBC Visa Platinum Card yet? Apply now to enjoy fabulous welcome offer of up to $1,000 RewardCash (equivalent to 50,000 MoneyBack Points): https://grp.hsbc/6187KvnYz ============================== Elevate your quality of life today. Link your HSBC Visa Platinum Card to the MoneyBack App to enjoy the above upgraded offers plus free delivery services at eShops, birthday offers, and more. Explore offer details: https://grp.hsbc/6188KvnYM  The limited-time extra RewardCash reward (up to $400) and up to 50% off selected items apply to other eligible HSBC credit cards. Terms & Conditions apply. To borrow or not to borrow? Borrow only if you can repay! The promotion is intended for HSBC credit card holders in Hong Kong.  #HSBCVisaPlatinumCard #MoneyBack #LinkCardForUpgradedRewards #ElevatingYourQualityOfLife",5,345,50
