bank,id,date,message,pos_reaction,neg_reaction,shares,comments,Main_Business_Seg,Deposits,Foreign_Exchange,Acquisition,Loan,Mortgages,Credit_Cards,Investments,Insurance,Payment_and_Transfer,Branch,MPF,WM,Main_Topics,Education,Rebate,Beauty,Lucky_Draw,Travel,Bill_Payment,Food_and_drinks,Rewards,Salary,Shopping_and_Entertainment,Transport,Health_and_Wellness,Event_and_Festival,Celebrity_and_Influencers,Award,Community,Green,Consumption_Voucher,Metaverse_and_NFT,Promotion,Reminder,News,Remarks,hour,hour_time,Popularity
LIVI,26357,44746,"【livi 靈活貸，限時超低息，助你隨時GO！】  livi 靈活貸，借$20萬，每日只係需要約$4利息^^，相當於一支水咁平！夠靈活，超低息，真真正正輕鬆追夢！  _x000B_超低息👍🏻_x000B_ ✅即日起至8月31日輸入邀請碼【livi#cash】，借$20萬，每日利息只需約$4^^，即享$1200現金回贈！ ✅借$80萬，實際年利率更低至1.2%*，現金回贈高達$1500！_x000B__x000B_  立即申請：https://livibank.app.link/e/2MyI9KkRgrb  超靈活👍🏻加借免批！早還免罰！_x000B_ ✅加借免批核@，貸款額可以循環使用！_x000B_還完3期可隨時加借，唔洗逐次申請再等批核咁麻煩，備用現金流Stand By！ ✅提早還款，無罰款無手續費，貸款更靈活！  超快速👍🏻快至2分鐘，即批即用^ ✅極速批核，快至2分鐘即批即過數^！ ✅全程一app辦妥，無需申請文件#，安在家中，現金極速到手，助你把握實行計劃時機！  _x000B_#livi #livibank #livi靈活貸 #虛擬銀行 #體驗所想 #實現理想 #隨時GO #點借由你話事_x000B__x000B_  ============== *以港幣800,000元及24個月還款期的livi 靈活貸為例，實際年利率低至1.20%（包括港幣1,500元現金回贈）或 1.39% （不包括現金回贈）。受條款及細則約束。 _x000B_^^以港幣200,000元及24個月還款期的livi 靈活貸為例，實際年利率低至2.31%。扣除港幣1,200元現金回贈後，預計的每日利息金額為港幣4.93元，連同現金回贈年利率低至1.73%。 **此現金回贈僅供參考之用，回贈金額可按個別申請而定，及不一定為適用於你所申請的貸款金額及還款期數。 ＠需已償還至少三個月的有關首筆分期貸款或提前結清該貸款，方可用於循環再借任何已償還或提前結清的本金金額。_x000B_^實際批核時間或會因個別申請的實際情況有所不同而有可能出現差異。_x000B_#因個別申請的實際情況，本行或會要求你提供額外文件以作批核。_x000B_借定唔借？還得到先好借！受條款及細則約束，詳情請於 livi 網站或手機應用程式參閱livi 靈活貸產品資料概要、有關條款及細則及相關備註。",163,5,2,6,Loan,0,0,0,1,0,0,0,0,0,0,0,0,Rebate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,靈活貸 低息 邀請碼 現金回贈 即批即用,17,17,0.5215
LIVI,26334,44810,"【開戶加消費賺$1,000，「千」祈咪錯過！】 新客戶專享🔥成功申請livi PayLater Mastercard®，加消費$500就有賞，隨時賺返雙倍落袋！  👍🏻用livi PayLater 任何消費，可以即時分期！仲可以靈活自選期數3-36個月，點買點分，由你話事！推廣期內首3個仲要免息！  喺9月1日至9月30日期間，用邀請碼「LIVI#1000」開戶，賺走HK$1,000💰 ！ 1️⃣成功申請livi PayLater Mastercard，即賞你HK$100現金獎賞！ 2️⃣用livi PayLater Mastercard消費，單筆消費滿HK$500，再賺走HK$900*！  名額有限，先到先得！快啲申請賺咗先，輕輕鬆鬆膁一千！ 下載 livi bank app👉🏻 https://bit.ly/3eaNFsA  開戶邀請碼：LIVI#1000  #livi #livibank #liviPayLater #虛擬銀行 #VirtualBank #體驗所想  -- *獎賞將於合資格客戶完成首筆分期還款之後的30個曆日內存入其liviSave帳戶。 上述優惠受相關條款及細則約束，詳情請見livi網站。 借定唔借？還得到先好借！詳情請於 livi 網站或手機應用程式參閱 livi PayLater 產品資料概要、有關條款及細則及相關備註。",122,1,7,16,Acquisition,0,0,1,0,0,0,0,0,0,0,0,0,Rewards,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,開戶 即時分期 免息 邀請碼 現金獎賞,19,19.55,0.43075
LIVI,26378,44694,"【消費券唔夠？livi大派HK$500現金獎賞！】 消費券用哂唔緊要，我哋可以自製消費券，因為livi bank有HK$500開戶現金獎賞！ 唔使消費，唔使閉翳，由即日起，用開戶邀請碼「#livi500」喺livi bank開戶，先攞HK$400開戶獎賞，成功開埋livi PayLater，賺多HK$100！  零難度，零成本，HK$500獎賞輕鬆到手！ 名額只有3,000個，先到先得！  立即開戶，一齊體驗不一樣嘅虛擬銀行！ ✅livi PayLater： 分期消費新模式。自動分期，自選期數，點Pay隨你！ ✅liviSave： 隨時存，即時賺！港幣、人民幣及美元儲年利率高達1.5%！ ✅livi Debit Mastercard®： 24小時即批即買，想Buy就Buy，全年盡享各種商戶優惠及現金回贈！ ✅livi 銀聯二維碼消費： 日常消費，一掃即Pay，一Shake享高達100%奬賞！   #livi #livibank #liviPayLater #虛擬銀行 #VirtualBank #體驗所想 受條款及細則約束，詳情瀏覽livi網站：https://bit.ly/3spGzVz 借定唔借？還得到先好借！詳情請於 livi 網站或手機應用程式參閱 livi PayLater 產品資料概要、有關條款及細則及相關備註。",110,1,4,10,Acquisition,0,0,1,0,0,0,0,0,0,0,0,0,Rewards,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,消費券 現金獎賞 開戶 邀請碼,15,15.38333333,0.344125
LIVI,26370,44714,"【livi PayLater + Broadway = 買電器嘅best way！】 咩係命運嘅捉弄？就係無得你唔用... 😭但放心，livi PayLater有分期加回贈，家電輕鬆就到手！  而家喺 Broadway百老滙 網店及門市用livi PayLater消費，即可享： ✅首6個月免息分期 ✅同8%現金回贈^ ✅消費滿HK$3,000，仲有多HK$200現金折扣送畀你！  用livi PayLater可以賺多啲，又畀得輕鬆啲！搞「電」啦！  由即日起以邀請碼「Broadway#livi」喺 livi bank成功開戶，即享HK$200現金獎賞！開埋livi PayLater額外賺多$100！  立即下載 livi app 👉🏻https://livibank.app.link/8zQjX75Uwqb  #livi #livibank #liviPayLater #虛擬銀行 #VirtualBank #體驗所想 #Broadway #百老滙   --- 上述優惠受相關條款及細則約束，詳情請見livi網站。 ^8% 以 livi PayLater Mastercard 於指定商戶進行合資格的現金回贈（最高港幣200元）將於下一個曆月或之前存入。 借定唔借？還得到先好借！詳情請於 livi 網站或手機應用程式參閱livi PayLater產品資料概要、有關條款及細則及相關備註。實際批核結果取決於客戶的貸款金額、信貸評級以及livi考慮的其他因素。",95,8,10,6,Payment_and_Transfer,0,0,1,0,0,0,0,0,1,0,0,0,Rebate,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,分期 回贈 免息分期 現金回贈,19,19.55,0.261625
LIVI,26382,44685,"【快閃優惠：賺取回報高達3.18%*儲蓄保險計劃】​  人生唔同階段都有唔同嘅需要同目標，最重要有足夠嘅資金支持💪🏻！livi bank推出「三年保儲蓄保險計劃」^，保費低至港幣 / 人民幣10,000元，由你話事！3年期滿後，賺取年度化保證回報率高達3.18%*（人民幣保單 ） / 2.48%* （港元保單 ），回報以複息計算，三年後嘅期滿金額#就會成為你嘅新資金，助你實現理想。​ ​ 由即日至5月10日你只要用邀請碼「#liviflash」開戶即可自動加入等候名單，快人一步優先購入回報高達3.18%*（人民幣保單 ） / 2.48%* （港元保單 ）嘅儲蓄保險計劃，名額有限，先到先得！就算唔熟悉投資都可以穩健地增值財富，輕鬆賺到回報！​ ​​ 用邀請碼「#liviflash」成功開戶送你迎新賞HK$200，當計劃正式推出，livi bank 就會第一時間通知你，等你快人一步輕鬆投保！​  而正式嘅開售期將會係5月11日，都係一App就搞掂晒報價、投保同繳費！想做好理財嘅你唔好錯過喇💪🏻！​  ​立即下載livi bank app，快人一步享受快閃優惠：https://livibank.app.link/drgadt8BIpb   #livi #livibank #livipaylater #虛擬銀行 #VirtualBank #體驗所想​ ​ *年度化保證回報率為已繳交的保費總額 (包括保費折扣(如適用)) 累積至保單期滿日所得保證金額的複利化年利率。此百分率修訂至小數點後兩個位，及取決於您所選擇的保單貨幣。 ​_x000B_​_x000B_^「三年保儲蓄保險計劃」（「本計劃」）是一份長期保險計劃並由中銀集團人壽保險有限公司(「中銀人壽」)承保。中銀人壽已獲保險業監管局授權及監管。​_x000B_​ # 保單權益人須承受中銀人壽的信貸風險。若保單權益人於保單初期終止此計劃及╱或退保，其取回的金額可能遠低於已繳付的保費。 ​_x000B_​_x000B_Livi Bank Limited 以中銀人壽之委任保險代理機構身份分銷人壽保險產品，有關人壽保險產品為中銀人壽之產品，而非Livi Bank Limited之產品。​_x000B_​_x000B_ 對於Livi Bank Limited 與客戶之間因銷售過程或處理有關交易而產生的合資格爭議（定義見金融糾紛調解計劃的金融糾紛調解中心職權範圍），Livi Bank Limited 須與客戶進行金融糾紛調解計劃程序；而有關保險產品的合約條款的任何爭議，應由保險公司與客戶直接解決。​_x000B_​_x000B_ 本宣傳品僅供參考，並只在香港以內派發，不能詮釋為在香港以外提供或出售或游說購買中銀人壽的任何產品的要約、招攬及建議。有關本計劃詳情（包括但不限於各項保障項目及承保範圍、詳盡條款、主要風險、細則、除外事項、保單費用及收費），請參閱中銀人壽繕發的銷售文件，包括產品小冊子、保險利益說明及保單文件及條款。 關於網上投保技術性支援之查詢，請聯絡livi客戶服務熱線 (852) 2929 2998。關於產品及售後服務之查詢，請聯絡中銀人壽客戶服務熱線 (852) 2860 0688。  受條款及細則約束，詳情瀏覽livi網站及 app: https://livibank.app.link/e/Tw8m1ndSIpb。優惠名額有限，先到先得。  Livi Bank Limited的保險代理機構牌照號碼爲GA1033。",78,1,5,9,Insurance,0,0,0,0,0,0,0,1,0,0,0,0,Rewards,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,儲蓄保險計劃 邀請碼 迎新賞,10,10.46666667,0.212125
LIVI,26360,44737,【livimoment PLUS特約：升級影院體驗】  有幾耐，未試過入戲院舒舒服服睇場戲？ 想歎場戲？livimoment PLUS 最啱你！  而家申請livi PayLater / livi Debit Mastercard® ，即可升級享有 livimoment PLUS 獨家禮遇，透過livi App直接預訂英皇戲院貴賓影院（the CORONET）！包場睇戲除可繼續享受20%現金回贈#，更有以下額外優惠！ 🎬 每位觀眾可享一客餐飲套餐 🎬 獲贈Prosecco汽酒一瓶 🎬 免費尊享英皇戲院貴賓區2小時 🎬 免切餅費及開瓶費 🎬 英皇戲院8折餐飲禮遇*  💎 升級livimoment PLUS 💎 1️⃣ 立即開戶及登入livi app 2️⃣ 「隨你賞」頁面按「livimoment」 3️⃣ 進入後按「我想享受livimoment PLUS 優惠！」  到時候就可以自選好戲，同一班老友慢慢歎，成間影院任你玩！咁先係最高境界嘅電影體驗！ 除咗回贈，仲有大把禮遇送畀你！  #livi #livibank #livimoment #livimomentPLUS #虛擬銀行 #VirtualBank #體驗所想  --- 受條款及細則約束。   # 每名合資格客戶可於每筆合資格交易獲享最高港幣 25 元現金回贈，而每曆月內最高可獲享港幣 100 元回贈。除非另有註明，此獎賞不可與livi PayLater Mastercard現金回贈獎賞或其他獎賞同時使用。 *顧客須於英皇戲院餐飲部惠顧任何食品或飲品消費滿港幣 100 元，並於付款前出示有效之 livi Mastercard® 及付款 (指定商品除外) 。,70,0,11,2,Acquisition,0,0,1,0,0,0,0,0,0,0,0,0,Shopping_and_Entertainment,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,影院體驗 英皇戲院貴賓影院 現金回贈 優惠,20,20,0.179125
LIVI,26373,44713,【HK$500開戶迎新獎賞，驚喜陸續有嚟！】 好消息！HK$500開戶現金獎賞加推到6月！ 由即日起，用開戶邀請碼「#livi500」喺livi bank開戶加消費滿HK$250，賞你HK$500 ！成功開埋livi PayLater，額外賺多HK$100！原來賺獎賞可以咁輕鬆！  立即開戶，一齊體驗不一樣嘅虛擬銀行！  ✅livi PayLater： 分期消費新模式。自動分期，自選期數，點Pay隨你！  ✅liviSave： 隨時存，即時賺！港幣、人民幣及美元儲年利率高達1.5%！  ✅ livi Debit Mastercard®： 24小時即批即買，想Buy就Buy，全年盡享各種商戶優惠及現金回贈！  ✅ livi 銀聯二維碼消費： 日常消費，一掃即Pay，一Shake享高達100%奬賞！   #livi #livibank #liviPayLater #虛擬銀行 #VirtualBank #體驗所想 受條款及細則約束，詳情瀏覽livi網站：https://bit.ly/3MbnvRM 借定唔借？還得到先好借！詳情請於 livi 網站或手機應用程式參閱 livi PayLater 產品資料概要、有關條款及細則及相關備註。,73,2,3,5,Acquisition,0,0,1,0,0,0,0,0,0,0,0,0,Rewards,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,開戶 迎新獎賞 邀請碼,23,23.3,0.162625
LIVI,26351,44761,【livi 最識玩！聯乘5大旅遊平台，限時超抵食、住、玩❗】 7月同8月，點玩先係一絕？livi bank發揮識玩精神，聯乘5️⃣大旅遊平台搵至抵著數，想玩乜就玩乜！🎉  喺7月18日至8月31日，用livi PayLater Mastercard® 吃喝玩樂同book酒店住宿，即有以下著數！ - 喺5️⃣大平台 KKday、 專業旅運 Travel Expert、  agoda、 Expedia同 Hotels.com book嘢玩，賺高達13%^現金回贈！ - 網上預訂全球酒店住宿、餐飲及其他服務，享5%*現金回贈！  記得用埋邀請碼「PLAY#LIVI 」開戶，額外賺HK$400現金獎賞#！🤑🤑🤑  靈活又抵玩，問世間，邊個夠我識玩？！！👏🏻  #livi #livibank #liviPayLater #虛擬銀行 #VirtualBank #體驗所想 #livi最識玩  -- ^8% / 額外5%現金回贈於指定商戶以 livi PayLater Mastercard 進行合資格消費的現金回贈將於下一個曆月或之前存入。 *5%現金回贈於任何非指定商戶以 livi PayLater Mastercard 進行合資格網上消費的現金回贈將於下一個曆月或之前存入。 # 港幣400元現金獎賞於成功開立 liviSave 賬戶之30日內，在任何商戶使用 livi PayLater Mastercard / livi Debit Mastercard / 銀聯二維碼消費服務（指定卡）進行單筆消費交易滿港幣200元後於下一個曆月或之前存入。  受條款及細則約束，詳情瀏覽livi網站。 借定唔借？還得到先好借！詳情請於 livi 網站或手機應用程式參閱 livi PayLater 產品資料概要、有關條款及細則及相關備註。,73,2,0,7,Payment_and_Transfer,0,0,0,0,0,0,0,0,1,0,0,0,Travel,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,旅遊平台 現金回贈 邀請碼,13,13,0.1585
LIVI,26347,44784,【livi bank 開戶賺高達HK$500，仲要著數連連！】 livi bank 唔止有不一樣嘅銀行體驗，而且消費簡單，仲有得激賺！ 無論玩食住行都有奬賞著數，去到邊賺到邊！  💰livi bank開戶奬賞 而家用邀請碼「PLAY#LIVI」開戶，先賺HK$400現金獎賞！  💰成功開埋livi PayLater，賺多HK$100！  💰livi PayLater x 5大旅遊平台 用livi PayLater喺5️⃣大平台 KKday 、 專業旅運 Travel Expert 、  agoda、 Expedia 同 Hotels.com book嘢玩，賺高達13%現金回贈！  💰livimoment 歎娛樂，賺著數 用livi Mastercard® 睇戲，影音串流平台，Apple Service都可享高達20%現金回贈！  咁多嘢賺，仲唔快啲開戶同申請返真·分期卡？ 立即下載 livi bank app👉🏻 https://bit.ly/3p8RMHR  #livi #livibank #liviPayLater #livimoment #虛擬銀行 #VirtualBank #體驗所想  --- 上述優惠受相關條款及細則約束，詳情請見livi網站 借定唔借？還得到先好借！詳情請於 livi 網站或手機應用程式參閱livi PayLater產品資料概要、有關條款及細則及相關備註。實際批核結果取決於客戶的貸款金額、信貸評級以及livi考慮的其他因素。,69,2,2,7,Acquisition,0,0,1,0,0,0,0,0,0,0,0,0,Travel,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,開戶 現金獎賞 旅遊平台 現金回贈,16,16,0.15025
LIVI,26374,44706,"【你真正需要嘅唔係budget唔係時間，係livi PayLater！】 想upgrade屋企，但望一望budget... 😭幾時先可以買齊需要嘅嘢啊？！ 用 livi PayLater，令你消費力更強，唔使等到頸長！  livi PayLater 可以點令你消費力變強？ 分期更靈活👍🏻 用 livi PayLater 一簽即自動分期，仲可以延長分期最多36個月！資金更靈活，就更容易一次過買到想要嘅嘢啦！  回贈更著數👍🏻 用 livi PayLater 喺指定商戶消費，就好似喺 友和 YOHO 買嘢咁，可享首6個月免息分期同8%現金回贈*！ 喺友和YOHO網店購物滿 HK$1,500或以上，輸入優惠碼「LIVI100」仲有可HK$100現金回贈，幫你邊買邊賺，賺完再買！  所以話，只要夠靈活，livi PayLater在手，乜機都可以有！ 立即用「#livi200」成功開戶，即賺HK$200 迎新獎賞！開埋 livi PayLater 額外賺多$100！  #livi #livibank #liviPayLater #虛擬銀行 #VirtualBank #體驗所想  - - - 上述優惠受相關條款及細則約束，詳情請見livi網站。 *8% 於指定商戶以 livi PayLater Mastercard 進行合資格消費的現金回贈將於下一個曆月或之前存入。 借定唔借？還得到先好借！詳情請於 livi 網站或手機應用程式參閱livi PayLater產品資料概要、有關條款及細則及相關備註。實際批核結果取決於客戶的貸款金額、信貸評級以及livi考慮的其他因素。",68,1,2,7,Payment_and_Transfer,0,0,1,1,0,0,0,0,0,0,0,0,Rebate,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,免息分期 現金回贈 優惠碼,18,18.5,0.15025
LIVI,26365,44726,"【livi 靈活貸，幫你想做，隨時GO！】1.2%限時超低息*，借$25萬，每日利息只需約$6^^！  曾經，有份至真嘅愛情擺喺我面前，但我冇珍惜，到冇咗... 咁你仲等咩啊？！無論你想結婚、買車定搬屋裝修，livi 靈活貸，幫你想做隨時GO！  超低息👍🏻1.2%限時超低息* ✅實際年利率低至1.2%*！ ✅借$25萬，每日利息只需約$6^^！_x000B_即日起至6月30日輸入邀請碼【livi#loan】，即送你高達$1500現金回贈**！ 立即申請：https://bit.ly/3GZW78p  超靈活👍🏻加借免批！早還免罰！ ✅加借免批核@，貸款額可以循環使用！_x000B_還完3期可隨時加借，唔洗逐次申請再等批核咁麻煩，備用現金流Stand By！ ✅提早還款，無罰款無手續費，貸款更靈活！  超快速👍🏻快至2分鐘，即批即用^ ✅極速批核，快至2分鐘即批即過數^！ ✅全程一app辦妥，無需申請文件#，安在家中，現金極速到手，助你把握實行計劃時機！  有livi 靈活貸，想做，隨時都可以GO，咁就唔使後悔莫及！  #livi #livibank #livi靈活貸 #虛擬銀行 #體驗所想 #實現理想 #隨時GO #點借由你話事 ============== *以港幣800,000元及24個月還款期的livi 靈活貸為例，實際年利率低至1.20%（包括港幣1,500元現金回贈）或 1.39% （不包括現金回贈）。受條款及細則約束。_x000B_^^以港幣250,000元及24個月還款期的livi 靈活貸為例，實際年利率低至2.31%。扣除港幣1,000元現金回贈後，預計的每日利息金額為港幣6.85元，連同現金回贈年利率低至1.92%。 ＠需已償還至少三個月的有關首筆分期貸款或提前結清該貸款，方可用於循環再借任何已償還或提前結清的本金金額。 ^實際批核時間或會因個別申請的實際情況有所不同而有可能出現差異。 **此現金回贈僅供參考之用，回贈金額可按個別申請而定，及不一定為適用於你所申請的貸款金額及還款期數。 # 因個別申請的實際情況，本行或會要求你提供額外文件以作批核。 借定唔借？還得到先好借！受條款及細則約束，詳情請於 livi 網站或手機應用程式參閱livi 靈活貸產品資料概要、有關條款及細則及相關備註。",70,0,1,4,Loan,0,0,0,1,0,0,0,0,0,0,0,0,Rebate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,靈活貸 低息 邀請碼 現金回贈,17,17.41666667,0.146125
LIVI,26363,44729,"【livi PayLater x Broadway限時優惠：咁買法賺高達$700！】 Broadway百老滙 咁多好嘢，要買晒，梗係要用集分期、回贈、折扣於一身嘅超級消費霸王：livi PayLater！  用livi PayLater 喺百老滙消費，唔止享6個免息分期，合資格消費滿HK$3,000，直頭送多HK$200回贈畀你，仲有8%現金回贈（最高HK$200）！咁多優惠，仲唔買到手軟?  由即日起至6月30日，用「Broadway#livi」成功開戶即賺HK$200迎新獎賞， 🎊申請埋livi PayLater額外再賺多$100迎新！咁買法，用HK$3,000買野分分鐘拎走高達HK$700✨!  仲唔快啲down定app，即刻開戶加申請埋 livi PayLater，然後到百老滙掃貨兼賺獎賞？  #livi #livibank #livipaylater #虛擬銀行 #VirtualBank #體驗所想 - - - 上述優惠受相關條款及細則約束，詳情請見livi網站。  借定唔借？還得到先好借！詳情請於 livi 網站或手機應用程式參閱livi PayLater產品資料概要、有關條款及細則及相關備註。實際批核結果取決於客戶的貸款金額、信貸評級以及livi考慮的其他因素。",70,1,1,3,Payment_and_Transfer,0,0,0,1,0,0,0,0,1,0,0,0,Rebate,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,百老滙 免息分期 現金回贈,19,19,0.137875
LIVI,26359,44743,【HK$500開戶迎新獎賞，最後召集！】 消費券未到手，不如賺咗HK$500開戶現金獎賞先！ 由即日起，用開戶邀請碼「#livi500」喺livi bank開戶加消費滿HK$250，賞你HK$500 ！原來賺獎賞可以咁輕鬆！  立即開戶，一齊體驗不一樣嘅虛擬銀行！ ✅livi PayLater： 分期消費新模式。自動分期，自選期數，點Pay隨你！ ✅liviSave： 隨時存，即時賺！港幣、人民幣及美元儲年利率高達1.5%！ ✅ livi Debit Mastercard®： 24小時即批即買，想Buy就Buy，全年盡享各種商戶優惠及現金回贈！ ✅ livi 銀聯二維碼消費： 日常消費，一掃即Pay，一Shake享高達100%奬賞！   #livi #livibank #liviPayLater #虛擬銀行 #VirtualBank #體驗所想 受條款及細則約束，詳情瀏覽livi網站：https://bit.ly/3OTVbVK 借定唔借？還得到先好借！詳情請於 livi 網站或手機應用程式參閱 livi PayLater 產品資料概要、有關條款及細則及相關備註。,60,0,1,4,Acquisition,0,0,1,0,0,0,0,0,0,0,0,0,Rewards,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,開戶 迎新獎賞 消費券 現金獎賞,12,12,0.104875
LIVI,26325,44825,【✈️跟實livi最識玩，旅行玩樂玩餐飽！🔥】 講到識玩，邊有得同我哋鬥！跟實識嘆之人 馮允謙 Jay Fung 同livi bank，我哋聯乘6️⃣大旅遊平台 KKday、 專業旅運 Travel Expert、 agoda、  Expedia 、 Hotels.com 同 Klook ，用livi PayLater實行邊玩邊賺！  🤑開戶迎新獎賞 1️⃣用邀請碼「LIVI#1000」開戶及成功申請livi PayLater Mastercard®，先賞你HK$100現金獎賞！ 2️⃣用livi PayLater Mastercard消費，單筆消費滿HK$500，再賺走HK$900*！  😎livi PayLater x 6大旅遊平台 至抵優惠 即日起至10月31日，去 KKday、Texpert 專業旅運、agoda、Hotels .com、Expedia及 Klook 預訂機票、酒店住宿或吃喝玩樂行程，賺高達13%現金回贈，而各大平台都會有唔同優惠！  ✨ livi PayLater點玩點分，由你話事 用livi PayLater book機票酒店，任何消費都可以即時分期！ ✅ 一簽自動分期，靈活自選期數3-36個月！ ✅  推廣期內首3個月免息 ✅  指定商戶賺高達8%現金回贈；全球網購賺5%現金回贈  立即download livi bank app👉🏻https://bit.ly/3BtgsR8   #livi #livibank #liviPayLater #虛擬銀行 #VirtualBank #體驗所想 #livi最識玩 #JayFung #JayFung馮允謙 --- 受條款及細則約束，詳情瀏覽livi網站。 *獎賞將於合資格客戶完成首筆分期還款之後的30個曆日內存入其liviSave帳戶。 借定唔借？還得到先好借！詳情請於 livi 網站或手機應用程式參閱 livi PayLater 產品資料概要、有關條款及細則及相關備註。,46,0,5,8,Acquisition,0,0,1,0,0,0,0,0,1,0,0,0,Travel,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,旅行 馮允謙 旅遊平台 邀請碼 現金獎賞 現金回贈,23,23.16666667,0.080125
LIVI,26337,44803,"【消費潮牌，唔使周圍搵！有livi PayLater！】 用消費新趨勢livi PayLater，可以3-36個月靈活分期，推廣期內首3個月免息，仲有超多著數，等你可以買多啲，買潮啲！  用livi PayLater喺 StockX 消費享： 🤑8%現金回贈  🤑3個月免息分期  🤑用優惠碼「LIVIQ3｣ 網購，買滿$2,180，即享4%即時折扣！  想買就快，唔好等下個禮拜，仲可以賺到你大嗌！ 立即download livi bank app👉🏻 https://bit.ly/3RiCEUf  #livi #livibank #liviPayLater #虛擬銀行 #VirtualBank #體驗所想 --- 受條款及細則約束，詳情瀏覽livi網站。 借定唔借？還得到先好借！詳情請於 livi 網站或手機應用程式參閱 livi PayLater 產品資料概要、有關條款及細則及相關備註。",44,0,3,10,Loan,0,0,0,1,0,0,0,0,0,0,0,0,Rewards,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,PayLater 現金回贈 免息分期 優惠碼,18,18,0.071875
LIVI,26349,44776,"【Beauty & the BEST！livi PayLater 獨家美容院優惠！】 去美容院都有得靈活分期，又有豐富回贈？用livi PayLater喺指定美容院門市消費，可享獨家優惠！ ✅ 消費滿 HK$5,000，可享額外HK$500^現金回贈 ✅ 8%現金回贈 ✅ 高達12個月免息分期  👉🏻即睇指定商戶詳情：https://bit.ly/3cZFfDU  仲唔down定app，開定戶，歎盡美容優惠？  #livi #livibank #liviPayLater #虛擬銀行 #VirtualBank #體驗所想 - - - 上述優惠受相關條款及細則約束，詳情請見livi網站。 ^本獎賞的名額有限，先到先得。 借定唔借？還得到先好借！詳情請於 livi 網站或手機應用程式參閱livi PayLater產品資料概要、有關條款及細則及相關備註。實際批核結果取決於客戶的貸款金額、信貸評級以及livi考慮的其他因素。",47,0,2,5,Payment_and_Transfer,0,0,0,1,0,0,0,0,1,0,0,0,Rebate,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,美容院 分期 回贈,18,18.01666667,0.0595
LIVI,26340,44798,【3+4原來=HKD$700！酒店加機票，旅行賺到笑🤑】 終於可以飛得輕鬆啲，盡情啲！最識玩嘅livi bank，當然係幫你計劃好，等你可以玩返夠譜！  而家用livi PayLater喺5️⃣大平台 KKday、專業旅運 Travel Expert  、 agoda、 Expedia同 Hotels.com book酒店住宿加機票，最高賺走HKD700獎賞優惠！ 🤑喺livi bank開戶，送你HKD400迎新獎賞！ 🤑成功申請埋livi PayLater，額外送多HKD100！ 🤑用livi PayLater喺5大旅遊平台消費，享高達13%^現金回贈，最高賺HKD200！ 用埋至抵優惠book酒店，咁就無後顧之憂啦！遊玩時開心一點，必須掛念livi PayLater喇！  開戶邀請碼：PLAY#LIVI  #livi #livibank #liviPayLater #虛擬銀行 #VirtualBank #體驗所想 #livi最識玩  --  ^8% / 額外5%現金回贈於指定商戶以 livi PayLater Mastercard 進行合資格消費的現金回贈將於下一個曆月或之前存入。 # 港幣400元現金獎賞於成功開立 liviSave 賬戶之30日內，在任何商戶使用 livi PayLater Mastercard / livi Debit Mastercard / 銀聯二維碼消費服務（指定卡）進行單筆消費交易滿港幣200元後於下一個曆月或之前存入。 受條款及細則約束，詳情瀏覽livi網站。 借定唔借？還得到先好借！詳情請於 livi 網站或手機應用程式參閱 livi PayLater 產品資料概要、有關條款及細則及相關備註。,44,2,1,5,Acquisition,0,0,1,0,0,0,0,0,0,0,0,0,Rebate,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,旅行 獎賞 迎新獎賞 現金回贈 邀請碼,23,23,0.03475
