序号,关键词,关键词详情链接,热搜数,博主,博文内容,转发的博文内容,发布时间,来自,转发数,评论数,点赞数,页面网址,博文内图片地址,博文内视频地址,采集时间
22,北京朝阳新增感染者涉及风险点位通报,https://s.weibo.com/weibo?q=%23%E5%8C%97%E4%BA%AC%E6%9C%9D%E9%98%B3%E6%96%B0%E5%A2%9E%E6%84%9F%E6%9F%93%E8%80%85%E6%B6%89%E5%8F%8A%E9%A3%8E%E9%99%A9%E7%82%B9%E4%BD%8D%E9%80%9A%E6%8A%A5%23&t=31&band_rank=22&Refer=top,220595,北***,"
                    【速自查！#北京新增3例本土感染者涉3区#，风险点位汇总】10月5日0时至18时，北京新增本土感染者3例，朝阳区、大兴区、昌平区各1例，涉及这些风险点位——→大兴区新增病例涉及主要风险点位：10月1日13时30分至13时40分，大兴区黄村镇狼垡一村欣开超市；15时45分至15时50分，大兴区黄村镇狼垡二村商业街芦花路30号亿发购物中心一层肯德基餐厅；15时40分至15时45分，大兴区黄村镇中华文化园南门核酸检测点；16时15分至16时20分，大兴区黄村镇狼垡一村欣开超市。10月2日10时09分至10时11分，大兴区黄村镇狼垡一村核酸检测点；11时35分至11时45分，大兴区人民医院7号楼食堂。10月3日15时45分至15时55分，大兴区人民医院7号楼旁丰巢快递柜。10月2日至4日大兴区人民医院发热门诊。→朝阳区新增病例涉及主要风险点位：10月2日8时40分至3日16时，安华西里一区24号楼下公共卫生间。10月3日10时35分至11时，安华西里一区12号楼京客隆超市（安华西里店）；11时至11时15分，安华西里一区12号楼天欣海博生鲜蔬菜水果市场；11时30分至12时，安贞桥安华西里一区甲1号中国木偶艺术剧院门前。→昌平区新增病例涉及风险点位如下：10月1日下午16:00-16:20 昌平区百善镇善缘家园核酸采样点10月2日上午10:15-11:50 昌平区百善镇孟祖村孟祖集市（北京日报） #北京朝阳新增感染者涉及风险点位通报# 收起d",,,, 20,19,125,https://s.weibo.com/weibo?q=%23%E5%8C%97%E4%BA%AC%E6%9C%9D%E9%98%B3%E6%96%B0%E5%A2%9E%E6%84%9F%E6%9F%93%E8%80%85%E6%B6%89%E5%8F%8A%E9%A3%8E%E9%99%A9%E7%82%B9%E4%BD%8D%E9%80%9A%E6%8A%A5%23&t=31&band_rank=22&Refer=top,https://wx2.sinaimg.cn/orj360/001RhaGLly1h6uou5xpgsj60pa0e840m02.jpg,,2022-10-05 22:50
22,北京朝阳新增感染者涉及风险点位通报,https://s.weibo.com/weibo?q=%23%E5%8C%97%E4%BA%AC%E6%9C%9D%E9%98%B3%E6%96%B0%E5%A2%9E%E6%84%9F%E6%9F%93%E8%80%85%E6%B6%89%E5%8F%8A%E9%A3%8E%E9%99%A9%E7%82%B9%E4%BD%8D%E9%80%9A%E6%8A%A5%23&t=31&band_rank=22&Refer=top,220595,萍***,#北京朝阳新增感染者涉及风险点位通报##疫情#我知道这很困难，但是真的做不到吗，咱们基因工程方面的专家们如果真的能找到固定不变异的碱基段，是不是就能研究出相应的疫苗了我不是生物专业的，也只是拙见，可能也是我异想天开了 ​                ,,,,,2,1,https://s.weibo.com/weibo?q=%23%E5%8C%97%E4%BA%AC%E6%9C%9D%E9%98%B3%E6%96%B0%E5%A2%9E%E6%84%9F%E6%9F%93%E8%80%85%E6%B6%89%E5%8F%8A%E9%A3%8E%E9%99%A9%E7%82%B9%E4%BD%8D%E9%80%9A%E6%8A%A5%23&t=31&band_rank=22&Refer=top,"https://wx2.sinaimg.cn/thumb150/006S8v4Hgy1h6uscfm858j30u01uogra.jpg
https://wx2.sinaimg.cn/thumb150/006S8v4Hgy1h6uscgogypj30u01uowke.jpg
https://wx2.sinaimg.cn/thumb150/006S8v4Hgy1h6uschi0hqj30u01uo79y.jpg
https://wx4.sinaimg.cn/thumb150/006S8v4Hgy1h6usciibh8j30u01uowhu.jpg",,2022-10-05 22:50
22,北京朝阳新增感染者涉及风险点位通报,https://s.weibo.com/weibo?q=%23%E5%8C%97%E4%BA%AC%E6%9C%9D%E9%98%B3%E6%96%B0%E5%A2%9E%E6%84%9F%E6%9F%93%E8%80%85%E6%B6%89%E5%8F%8A%E9%A3%8E%E9%99%A9%E7%82%B9%E4%BD%8D%E9%80%9A%E6%8A%A5%23&t=31&band_rank=22&Refer=top,220595,落***,#北京朝阳新增感染者涉及风险点位通报#可能接下来落崽子要被居家隔离了 ​                ,,,,,,,https://s.weibo.com/weibo?q=%23%E5%8C%97%E4%BA%AC%E6%9C%9D%E9%98%B3%E6%96%B0%E5%A2%9E%E6%84%9F%E6%9F%93%E8%80%85%E6%B6%89%E5%8F%8A%E9%A3%8E%E9%99%A9%E7%82%B9%E4%BD%8D%E9%80%9A%E6%8A%A5%23&t=31&band_rank=22&Refer=top,,,2022-10-05 22:50
22,北京朝阳新增感染者涉及风险点位通报,https://s.weibo.com/weibo?q=%23%E5%8C%97%E4%BA%AC%E6%9C%9D%E9%98%B3%E6%96%B0%E5%A2%9E%E6%84%9F%E6%9F%93%E8%80%85%E6%B6%89%E5%8F%8A%E9%A3%8E%E9%99%A9%E7%82%B9%E4%BD%8D%E9%80%9A%E6%8A%A5%23&t=31&band_rank=22&Refer=top,220595,败***,#北京朝阳新增感染者涉及风险点位通报#已阅 ​                ,,,,,,,https://s.weibo.com/weibo?q=%23%E5%8C%97%E4%BA%AC%E6%9C%9D%E9%98%B3%E6%96%B0%E5%A2%9E%E6%84%9F%E6%9F%93%E8%80%85%E6%B6%89%E5%8F%8A%E9%A3%8E%E9%99%A9%E7%82%B9%E4%BD%8D%E9%80%9A%E6%8A%A5%23&t=31&band_rank=22&Refer=top,,,2022-10-05 22:50
22,北京朝阳新增感染者涉及风险点位通报,https://s.weibo.com/weibo?q=%23%E5%8C%97%E4%BA%AC%E6%9C%9D%E9%98%B3%E6%96%B0%E5%A2%9E%E6%84%9F%E6%9F%93%E8%80%85%E6%B6%89%E5%8F%8A%E9%A3%8E%E9%99%A9%E7%82%B9%E4%BD%8D%E9%80%9A%E6%8A%A5%23&t=31&band_rank=22&Refer=top,220595,牛***,#北京朝阳新增感染者涉及风险点位通报#  北京朝阳区的管控非常精准，具体到了小区的某楼：对安华西里二区14号楼、15号楼继续临时管控，以及对安华西里二区2号楼、5号楼、9号楼、10号楼、16号楼，黄寺大街甲3号院3号楼、5号楼，外馆西街小区1号楼、3号楼、4号楼，安华西里一区21号楼、23号楼、24号楼，以及中国木偶艺术剧院所在的安华西里一区1号楼、京客隆超市所在的安华西里一区12号楼（以上均包括底商）进行临时管控。同时对管控区的管理人性化，做好了民生保障：如对继续临时管控楼区实行“足不出户，上门服务”管控措施；对新增临时管控楼区实行“人不出区，错峰取物”管控措施。这种既管疫情防控，又管民生保障，做好服务的措施，精准科学，又高度负责。这样的防控才是全面的、负责的，只防控不服务不保障，是片面的，不完善的。 收起d,,,,,3,1,https://s.weibo.com/weibo?q=%23%E5%8C%97%E4%BA%AC%E6%9C%9D%E9%98%B3%E6%96%B0%E5%A2%9E%E6%84%9F%E6%9F%93%E8%80%85%E6%B6%89%E5%8F%8A%E9%A3%8E%E9%99%A9%E7%82%B9%E4%BD%8D%E9%80%9A%E6%8A%A5%23&t=31&band_rank=22&Refer=top,,,2022-10-05 22:50
22,北京朝阳新增感染者涉及风险点位通报,https://s.weibo.com/weibo?q=%23%E5%8C%97%E4%BA%AC%E6%9C%9D%E9%98%B3%E6%96%B0%E5%A2%9E%E6%84%9F%E6%9F%93%E8%80%85%E6%B6%89%E5%8F%8A%E9%A3%8E%E9%99%A9%E7%82%B9%E4%BD%8D%E9%80%9A%E6%8A%A5%23&t=31&band_rank=22&Refer=top,220595,慕***,#北京朝阳新增感染者涉及风险点位通报#疫情快过去吧，我都记不清楚几年了 ​                ,,,,,1,2,https://s.weibo.com/weibo?q=%23%E5%8C%97%E4%BA%AC%E6%9C%9D%E9%98%B3%E6%96%B0%E5%A2%9E%E6%84%9F%E6%9F%93%E8%80%85%E6%B6%89%E5%8F%8A%E9%A3%8E%E9%99%A9%E7%82%B9%E4%BD%8D%E9%80%9A%E6%8A%A5%23&t=31&band_rank=22&Refer=top,,,2022-10-05 22:50
22,北京朝阳新增感染者涉及风险点位通报,https://s.weibo.com/weibo?q=%23%E5%8C%97%E4%BA%AC%E6%9C%9D%E9%98%B3%E6%96%B0%E5%A2%9E%E6%84%9F%E6%9F%93%E8%80%85%E6%B6%89%E5%8F%8A%E9%A3%8E%E9%99%A9%E7%82%B9%E4%BD%8D%E9%80%9A%E6%8A%A5%23&t=31&band_rank=22&Refer=top,220595,u***,#北京朝阳新增感染者涉及风险点位通报#疫情早点结束吧 ​                ,,,,,,1,https://s.weibo.com/weibo?q=%23%E5%8C%97%E4%BA%AC%E6%9C%9D%E9%98%B3%E6%96%B0%E5%A2%9E%E6%84%9F%E6%9F%93%E8%80%85%E6%B6%89%E5%8F%8A%E9%A3%8E%E9%99%A9%E7%82%B9%E4%BD%8D%E9%80%9A%E6%8A%A5%23&t=31&band_rank=22&Refer=top,,,2022-10-05 22:50
22,北京朝阳新增感染者涉及风险点位通报,https://s.weibo.com/weibo?q=%23%E5%8C%97%E4%BA%AC%E6%9C%9D%E9%98%B3%E6%96%B0%E5%A2%9E%E6%84%9F%E6%9F%93%E8%80%85%E6%B6%89%E5%8F%8A%E9%A3%8E%E9%99%A9%E7%82%B9%E4%BD%8D%E9%80%9A%E6%8A%A5%23&t=31&band_rank=22&Refer=top,220595,桂***,"
                    【同心防疫不松懈】温馨提示大家：务必做好疫情防护，戴口罩、勤洗手、不扎堆，保持安全距离。#北京朝阳新增感染者涉及风险点位通报# ​​​消防知识在心中 ​                ",,,,,,1,https://s.weibo.com/weibo?q=%23%E5%8C%97%E4%BA%AC%E6%9C%9D%E9%98%B3%E6%96%B0%E5%A2%9E%E6%84%9F%E6%9F%93%E8%80%85%E6%B6%89%E5%8F%8A%E9%A3%8E%E9%99%A9%E7%82%B9%E4%BD%8D%E9%80%9A%E6%8A%A5%23&t=31&band_rank=22&Refer=top,https://wx1.sinaimg.cn/orj360/dc64cf4bgy1h6uro9daazj20qo3hx1kx.jpg,,2022-10-05 22:50
22,北京朝阳新增感染者涉及风险点位通报,https://s.weibo.com/weibo?q=%23%E5%8C%97%E4%BA%AC%E6%9C%9D%E9%98%B3%E6%96%B0%E5%A2%9E%E6%84%9F%E6%9F%93%E8%80%85%E6%B6%89%E5%8F%8A%E9%A3%8E%E9%99%A9%E7%82%B9%E4%BD%8D%E9%80%9A%E6%8A%A5%23&t=31&band_rank=22&Refer=top,220595,美***,#北京朝阳新增感染者涉及风险点位通报#我进京半年了，愣是没进去 ​                ,,,,,,5,https://s.weibo.com/weibo?q=%23%E5%8C%97%E4%BA%AC%E6%9C%9D%E9%98%B3%E6%96%B0%E5%A2%9E%E6%84%9F%E6%9F%93%E8%80%85%E6%B6%89%E5%8F%8A%E9%A3%8E%E9%99%A9%E7%82%B9%E4%BD%8D%E9%80%9A%E6%8A%A5%23&t=31&band_rank=22&Refer=top,,,2022-10-05 22:50
23,脱口秀看嗨了会流泪,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,217887,新***,#脱口秀看嗨了会流泪#@庞博pangbobo 今晚在《#脱口秀大会#》讲述自己毕业之后租房、上班的故事，回想十八岁的自己说“我要去上海”的样子，听完他的段子之后，@陈鲁豫的电影沙发 点评称自己以前对脱口秀的认知是搞笑才是王道，现在发现除了搞笑，脱口秀看嗨了是能流眼泪的～能从这番话中感受到鲁豫对庞博段子的深深共鸣了@脱口秀大会官微 L新浪综艺的微博视频 收起d,,,, 2108,87,3704,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,,"https://f.video.weibocdn.com/o0/jbnGwSiLlx07ZKCk45D201041200bQVT0E010.mp4?label=mp4_hd&template=654x368.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1664984991&ssig=pDb5Oool9Y&KID=unistore,video",2022-10-05 22:50
23,脱口秀看嗨了会流泪,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,217887,陈***,"
                    在现场感受过才更明白，脱口秀的魅力不止于搞笑，也能带来感动。#脱口秀看嗨了会流泪##脱口秀大会# L不愧是忠实观众！鲁豫说脱口秀看嗨了会流泪 ​                ",,,, 1016,23,1244,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,,https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=r0044olphl0&is_https=1,2022-10-05 22:51
23,脱口秀看嗨了会流泪,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,217887,七***,"
                    啊啊啊啊啊啊啊啊庞博今天的段子怎么又好笑又催泪#庞博十八岁的自己# #脱口秀看嗨了会流泪#“那个房子顶是三角形，我爸妈以为我给人看金字塔”“如果不工作，我永远不知道要吃冰美式这种苦”“我发现整栋楼的同事都在断碳水”“你们见过机场锁门吗？？？”尤其最后一句，“我真的听到了有个声音说我要去上海，原来是十八岁的我自己” L七百里加急递煎饼的微博视频 收起d",,,, 786,158,3159,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,,"https://f.video.weibocdn.com/o0/ffFScfCKlx07ZKGyrSEU01041202VKq30E020.mp4?label=mp4_720p&template=1368x720.25.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1664985043&ssig=XiXU35M8UP&KID=unistore,video",2022-10-05 22:51
23,脱口秀看嗨了会流泪,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,217887,小***,#脱口秀看嗨了会流泪#我不认同，强烈反对脱口秀也开始上价值，跟春晚小品有什么区别，我还是喜欢无厘头冒犯式脱口秀 ​                ,,,, 1,20,76,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,,,2022-10-05 22:51
23,脱口秀看嗨了会流泪,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,217887,腾***,#庞博十八岁的自己# @庞博pangbobo 分享了在老家候机的故事，故事最后听到一个声音说：“我要去上海！”仔细一听，那其实是十八岁的他自己。这句画龙点睛般的收尾击中了很多观众，也打动了领笑员和演员们。在这一刻，你有没有瞬间想起那个年少时怀揣着梦想的自己～五年如一日的坚持，庞博每一场都在突破自己，祝贺他成功登上“敞篷大电梯”！#脱口秀看嗨了会流泪##脱口秀大会#L听哭鲁豫！庞博遇到十八岁的自己 ​ 收起d,,,, 8,6,64,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,,https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=k0044eru5pz&is_https=1,2022-10-05 22:51
23,脱口秀看嗨了会流泪,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,217887,橘***,#脱口秀看嗨了会流泪##呼兰躺和卷是不一样的价格##脱口秀大会# 还得是呼兰，讲得太好了，这不纯纯说出了打工人的心声吗！！！“躺和卷怎么选不应该问我，应该看公司，躺有躺的价格，卷有卷的价格。”“你提加薪老板跟你诉苦，让你跟公司同甘共苦，到同甘的时候，他说我甘了你随意。”“好好做事的全走了，最后只剩下一堆混日子的，这叫劣币驱逐良币。但是你看那帮人你就觉得，这不是劣币驱逐良币，这是冥币驱逐良币。” L橘子娱乐的微博视频 收起d,,,, 560,106,1728,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,,"https://f.video.weibocdn.com/o0/Im5jbIhAlx07ZJ9FCJd601041201J1B60E010.mp4?label=mp4_720p&template=1600x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1664984993&ssig=2GyByoDJmL&KID=unistore,video",2022-10-05 22:51
23,脱口秀看嗨了会流泪,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,217887,韩***,"
                    脱口秀大会第五季第六集，“卷还是躺”这个话题之下，我还是比较喜欢鸟鸟和小佳的稿子和表演。鸟鸟：“躺和卷的话题好像我们有得选，就像电车难题，我决定不了火车往哪开，因为我躺在铁轨上。”“但我到社会上才发现会做题也没有用，因为很多人生最重要的问题，参考答案都是略。”“我就感觉生活在嘲讽我，你想知道答案吗，就不告诉你，略略略略略。”小佳：“我第一次去面试的时候，和三个人坐在那个面试的等待区，他们都很照顾我，东西掉了就帮我捡，我觉得好温暖啊，后来才知道他们把我当做公司的第一道考验，专门测试人性的。”“谁起床会微笑啊，闹钟一响你就笑，多恐怖啊。”“很多品牌方不找我是怕消费我，但他们不消费我，我拿什么消费啊？”很向内，很有回味，很有记忆点的段子。看完之后忘不掉，让人忘不掉，大概也是一项天赋。特别是，已经走到第六集的情况下，作为比赛来讲，已经即将冲进最紧张的阶段了，这个阶段，能否被人记住，还是比较重要的。但他们两个人虽然晋级了，得分都不算高，鸟鸟168，小佳170，相比较庞博的191票和天花板待遇（没有说庞博不好的意思），我觉得是有点低了。我也在想，为什么会觉得鸟鸟和小佳的段子更有意思更好笑，更容易记住，可能是因为，他们的性格和境遇，都有一点夹缝中人的意思，夹缝中人，被生活日夜钳制磨砺，主动或者被动地被刺激，感受力更强，渗透力也更强。对于普通人来说，夹缝中人的境遇，不是什么好境遇，但对于创作者来说，可能是种天赐吧。所以，但凡说起演员的表演生涯转机，人们都会提到张曼玉的花瓶生涯受挫之类。被生活夹过一次，真的是要唱的：听我说，谢谢你。脱口秀演员，似乎更要有保持这种被夹的记忆的能力吧。这一季《脱口秀大会》开播到现在，很多演员都得面对生活面变得狭窄、题材单一、素材重复的批评，这都不难理解，毕竟五年下来，环境变了，阶层变了，和原来刺激你的那个生活环境有了距离，获取新材料的速度变慢了，而消耗的速度却在加快。所以最终，用来表述的生活内容和表述方式都变了，人们的观感也变了。有些演员，已经给人“看亿万富翁在场上踢球”的感觉了。只能说，他们或者没被夹过，或者是，保持被夹的记忆的能力没有那么强。但也有些演员，似乎没有变，就是被生活，或者被自己狠狠夹过的那几位。比如鸟鸟或者小佳。希望他们不再被夹，但保持被夹的记忆。这是对创作者的最深祝福。#脱口秀看嗨了会流泪# 收起d",,,, 1033,11,1229,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,"https://wx2.sinaimg.cn/thumb150/44b0d9f5ly1h6upkgjxmtj21hc0u01ky.jpg
https://wx1.sinaimg.cn/thumb150/44b0d9f5ly1h6upki0uaej20ic0crajd.jpg
https://wx4.sinaimg.cn/thumb150/44b0d9f5ly1h6upkjkszpj20ic0ocngy.jpg
https://wx3.sinaimg.cn/thumb150/44b0d9f5ly1h6upklf16mj20i00xxju8.jpg
https://wx3.sinaimg.cn/thumb150/44b0d9f5ly1h6upknd10ij20hg0redi4.jpg
https://wx1.sinaimg.cn/thumb150/44b0d9f5ly1h6upljaxgij20u00xatbx.jpg",,2022-10-05 22:51
23,脱口秀看嗨了会流泪,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,217887,不***,#脱口秀看嗨了会流泪#这是我第一次看脱口秀流泪 到后边还在笑 庞博说最后一句的时候真的直戳心窝 鼻子一酸 很有共鸣 ​                ,,,,,,2,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,,,2022-10-05 22:51
23,脱口秀看嗨了会流泪,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,217887,狗***,#脱口秀看嗨了会流泪#是的 嗨了 流泪 ​                ,,,,,,,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,,,2022-10-05 22:51
23,脱口秀看嗨了会流泪,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,217887,陈***,"
                    原来脱口秀除了搞笑以外，看嗨了是能流泪的！#脱口秀看嗨了会流泪##脱口秀大会# ​                ",,,,,42,80,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,https://wx3.sinaimg.cn/orj360/006MrPNVly1h6untqhco9j31o037mkjm.jpg,,2022-10-05 22:51
23,脱口秀看嗨了会流泪,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,217887,浪***,#脱口秀看嗨了会流泪#今天庞博和李诞都给我整破防了，庞博那个18岁的自己来上海读大学，以及李诞一人之力把脱口秀带着大家走到台前，都好感动，《脱口秀大会》真的是让人笑着流泪的节目啊 ​                ,,,,,310,319,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,"https://wx4.sinaimg.cn/thumb150/9bacc682ly1h6urnvr12zj21t07b01kz.jpg
https://wx4.sinaimg.cn/thumb150/9bacc682ly1h6urnxa43vj21t0446hdu.jpg",,2022-10-05 22:51
23,脱口秀看嗨了会流泪,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,217887,韩***,#脱口秀看嗨了会流泪# 喜剧的内核是悲剧，自黑或许能带来笑声，也能带来反思。庞博十八岁时候的梦想是实现了，其实这就已经很好了。有几个人能实现自己的梦想呢？ ​                ,,,,,204,199,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,"https://wx1.sinaimg.cn/thumb150/d674e722ly1h6ury9rduej21a81fctea.jpg
https://wx3.sinaimg.cn/thumb150/d674e722ly1h6uryah89bj219z26q1kx.jpg
https://wx2.sinaimg.cn/thumb150/d674e722ly1h6uryat9aoj21aq100q5l.jpg
https://wx2.sinaimg.cn/thumb150/d674e722ly1h6uryb4oykj219z0ucgwu.jpg
https://wx1.sinaimg.cn/thumb150/d674e722ly1h6urybe212j219l0ncmys.jpg
https://wx1.sinaimg.cn/thumb150/d674e722ly1h6urybo57kj20u00h242r.jpg
https://wx3.sinaimg.cn/thumb150/d674e722ly1h6urybzpstj20u00fiwia.jpg
https://wx1.sinaimg.cn/thumb150/d674e722ly1h6urycaxmdj20tw0gzwfe.jpg
https://wx4.sinaimg.cn/thumb150/d674e722ly1h6urycnn7aj20tw0ftjs9.jpg",,2022-10-05 22:51
23,脱口秀看嗨了会流泪,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,217887,冰***,#脱口秀看嗨了会流泪#脱口秀的魅力 ​                ,,,,,,,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,,,2022-10-05 22:51
23,脱口秀看嗨了会流泪,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,217887,和***,#脱口秀看嗨了会流泪#真的吗？我没看过 ​                ,,,,,,,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,,,2022-10-05 22:51
23,脱口秀看嗨了会流泪,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,217887,e***,#脱口秀看嗨了会流泪#是真的会泪奔 ​                ,,,,,,1,https://s.weibo.com/weibo?q=%23%E8%84%B1%E5%8F%A3%E7%A7%80%E7%9C%8B%E5%97%A8%E4%BA%86%E4%BC%9A%E6%B5%81%E6%B3%AA%23&t=31&band_rank=23&Refer=top,https://wx2.sinaimg.cn/orj360/0066Wi0Uly1h6usho2jn7j32560zonpd.jpg,,2022-10-05 22:51
